id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
194983440,2023/12/21 4:15 AM,2023-12-21,2023-12-21 01:15:00 UTC,Asia/Amman,3269574,flwildbeauty,"",2023-12-27 15:08:33 UTC,2024-03-12 15:48:39 UTC,research,,https://www.inaturalist.org/observations/194983440,https://static.inaturalist.org/photos/342899154/medium.jpg,,"",,2,0,false,,"Juwafat al-Kafrayn, Jordan",31.8372183,35.5503094,196,,,,196,,open,false,,,Spanish Sparrow,Passer hispaniolensis,Spanish Sparrow,Aves,13854
194988188,2023/12/22 2:22 AM,2023-12-22,2023-12-22 00:22:00 UTC,Asia/Hebron,3269574,flwildbeauty,"",2023-12-27 16:11:36 UTC,2024-03-12 15:48:37 UTC,research,,https://www.inaturalist.org/observations/194988188,https://static.inaturalist.org/photos/342907900/medium.jpg,,"",,2,0,false,,Dead Sea,31.5590287,35.4731895,25615,,,,25615,,open,false,,,Palestine Sunbird,Cinnyris osea,Palestine Sunbird,Aves,145180
194988190,2023/12/22 1:48 AM,2023-12-22,2023-12-21 23:48:00 UTC,Asia/Hebron,3269574,flwildbeauty,"",2023-12-27 16:11:37 UTC,2023-12-29 00:00:38 UTC,research,,https://www.inaturalist.org/observations/194988190,https://static.inaturalist.org/photos/342908057/medium.jpg,,"",,1,0,false,,Dead Sea,31.5590287,35.4731895,25615,,,,25615,,open,false,,,Eurasian Crag Martin,Ptyonoprogne rupestris,Eurasian Crag Martin,Aves,144788
195156838,2023/12/27 2:35 PM,2023-12-27,2023-12-27 11:35:00 UTC,Asia/Amman,6057935,dragonfyre,Dragonfyre,2023-12-29 09:56:28 UTC,2024-03-12 15:48:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/195156838,https://inaturalist-open-data.s3.amazonaws.com/photos/343251700/medium.jpeg,,"",,3,0,false,,"Jericho, PS-WE, PS",31.8367897293,35.5472378168,15,,,,15,,open,false,,,Piccione domestico,Columba livia domestica,Feral Pigeon,Aves,122767
195862813,2024-01-05 15:14:05+02:00,2024-01-05,2024-01-05 13:14:05 UTC,Asia/Hebron,6578074,yyzopp,Дмитрий Ивашкин,2024-01-05 20:27:13 UTC,2024-03-12 15:48:30 UTC,research,,https://www.inaturalist.org/observations/195862813,https://static.inaturalist.org/photos/344683740/medium.jpg,,"","",2,0,false,3,Yalu,31.8359116667,35.00995555,4,,,,4,,open,false,,,Обыкновенная зеленушка,Chloris chloris,European Greenfinch,Aves,145360
197133224,2024-01-20 14:04:57+02:00,2024-01-20,2024-01-20 12:04:57 UTC,Asia/Hebron,3586671,cat-from-schrodingers-experiment,,2024-01-20 12:08:49 UTC,2024-03-12 15:48:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/197133224,https://inaturalist-open-data.s3.amazonaws.com/photos/347603475/medium.jpg,,"","",2,0,false,3,,31.9360442084,35.3362057943,65131,,,,65131,obscured,open,true,,,White Wagtail,Motacilla alba,White Wagtail,Aves,13695
199354687,2024-02-15 13:38:37,2024-02-15,2024-02-15 11:38:37 UTC,Jerusalem,507359,clementaubert,Clément Aubert,2024-02-15 11:39:46 UTC,2024-02-15 20:02:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/199354687,https://inaturalist-open-data.s3.amazonaws.com/photos/351557639/medium.jpeg,,"",,2,0,false,2,"Jerusalem, PS-WE, PS",31.7817929499,35.2355444804,9,,,,9,,open,false,gps,gps,Canard de Barbarie domestique,Cairina moschata domestica,Domestic Muscovy Duck,Aves,204094
201381605,2024-03-04 16:34:49,2024-03-04,2024-03-04 14:34:49 UTC,Jerusalem,4240443,polyabel,Pelagiya Belyakova,2024-03-05 16:40:50 UTC,2024-03-12 15:47:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/201381605,https://inaturalist-open-data.s3.amazonaws.com/photos/355480276/medium.jpeg,,"",,2,0,false,2,"מאיר נקר 34, Jerusalem",31.7511761997,35.2401531,,,,,,,open,false,gps,gps,Палестинская нектарница,Cinnyris osea,Palestine Sunbird,Aves,145180
202778306,2024/03/12 12:23 PM,2024-03-12,2024-03-12 10:23:00 UTC,Asia/Hebron,6321310,arik_dorfman,Arik Dorfman,2024-03-17 06:32:29 UTC,2024-03-19 11:52:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202778306,https://inaturalist-open-data.s3.amazonaws.com/photos/358175223/medium.jpeg,,"",,1,0,false,,Nahal David,31.4816540621,35.371304776,3590,,,,3590,,open,false,,,טריסטמית,Onychognathus tristramii,Tristram's Starling,Aves,14978
202778307,2024/03/12 12:17 PM,2024-03-12,2024-03-12 10:17:00 UTC,Asia/Hebron,6321310,arik_dorfman,Arik Dorfman,2024-03-17 06:32:29 UTC,2024-03-19 11:53:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/202778307,https://inaturalist-open-data.s3.amazonaws.com/photos/358175119/medium.jpeg,,"",,1,0,false,,Nahal David,31.4816540621,35.371304776,3590,,,,3590,,open,false,,,שחור זנב,Oenanthe melanura,Blackstart,Aves,980212
205263732,2024/03/15 08:33,2024-03-15,2024-03-15 06:33:00 UTC,Asia/Hebron,5930385,yehuda_sar_shalom,Yehuda Sar Shalom,2024-04-03 18:19:19 UTC,2024-07-26 18:20:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/205263732,https://static.inaturalist.org/photos/362918167/medium.jpeg,,"Israel, ישראל, samaria, שומרון, הר כביר, אלון מורה, Kabir Mountain, אלון_מורה, הר_כביר, Kabir_Mountain",,2,0,false,,אלון מורה,32.2211183333,35.361195,,,,,,,open,false,,,צוקית בודדת,Monticola solitarius,Blue Rock-Thrush,Aves,13141
207373189,2024-04-15 14:01:42,2024-04-15,2024-04-15 12:01:42 UTC,Asia/Hebron,7919434,sauriscus,,2024-04-15 11:31:33 UTC,2024-04-21 09:08:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/207373189,https://inaturalist-open-data.s3.amazonaws.com/photos/366803437/medium.jpeg,,"",,2,0,false,2,"Hebron, PS-WE, PS",31.376173072,35.1105451584,2605,,,,2605,,open,false,gps,gps,Woodchat Shrike,Lanius senator,Woodchat Shrike,Aves,12039
207422474,2024-04-15 18:02:38,2024-04-15,2024-04-15 16:02:38 UTC,Asia/Hebron,7919434,sauriscus,,2024-04-15 17:01:57 UTC,2024-04-15 19:15:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/207422474,https://inaturalist-open-data.s3.amazonaws.com/photos/366892742/medium.jpeg,,"","I think it's an Ortolan, but could be Cretzchmar's? Or something else? The white moustache was very apparent in the field",1,0,false,2,"Hebron, PS-WE, PS",31.3873527778,35.1318583333,,,,,,,open,false,,,Ortolan Bunting,Emberiza hortulana,Ortolan Bunting,Aves,9196
